equipment_id,equipment_type,component,log_date,visit_sequence,total_visits,narrative,vibration_mms,temperature_c,pressure_psi,rpm,telemetry_summary,failure_mode,risk_level,early_warning_flag,time_to_failure_days,recommendation
COMP-672,Air Compressor,Main Journal Bearing,2025-09-27,4,5,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.47 mm/s, casing temp 60.4C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.47,60.4,146,1663,VIB: 1.47 mm/s | TEMP: 60.4 C | RPM: 1663 | PRESS: 146 PSI,Normal_Operation,Normal,0,365,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-672,Air Compressor,Main Journal Bearing,2025-10-13,5,5,"Periodic lubrication and visual check completed on COMP-672. DE and NDE bearing temperatures steady at 55.1C. Operational RPM at 1774. No evidence of wear, contamination, or mechanical looseness.",1.89,55.1,110,1774,VIB: 1.89 mm/s | TEMP: 55.1 C | RPM: 1774 | PRESS: 110 PSI,Normal_Operation,Normal,0,276,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-673,Industrial Gearbox,Input Shaft Bearing,2025-05-10,1,6,"Periodic lubrication and visual check completed on GEAR-673. DE and NDE bearing temperatures steady at 60.1C. Operational RPM at 750. No evidence of wear, contamination, or mechanical looseness.",1.82,60.1,27,750,VIB: 1.82 mm/s | TEMP: 60.1 C | RPM: 750 | PRESS: 27 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-673,Industrial Gearbox,Input Shaft Bearing,2025-06-03,2,6,"Semi-annual overhaul inspection. Inspected Input Shaft Bearing, clearances verified against OEM specs. Operating pressure 21 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.26,63.9,21,1295,VIB: 1.26 mm/s | TEMP: 63.9 C | RPM: 1295 | PRESS: 21 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-673,Industrial Gearbox,Input Shaft Bearing,2025-06-19,3,6,Borescope inspection of Input Shaft Bearing shows initial micro-pitting along pitch line of helical teeth. Casing temperature steady at 76.0C. Added EP gear lubricant additive.,3.01,76.0,17,1014,VIB: 3.01 mm/s | TEMP: 76.0 C | RPM: 1014 | PRESS: 17 PSI,Gearbox_Tooth_Wear,Low_Risk,1,40,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
GEAR-673,Industrial Gearbox,Input Shaft Bearing,2025-07-15,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Critical gear failure: Input Shaft Bearing suffered catastrophic tooth root fracture and severe macropitting. Gear backlash out of spec (>1.8mm). Gearbox seized under 80% rated load.,5.56,89.5,13,1366,VIB: 5.56 mm/s | TEMP: 89.5 C | RPM: 1366 | PRESS: 13 PSI,Gearbox_Tooth_Wear,Medium_Risk,1,15,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
GEAR-673,Industrial Gearbox,Input Shaft Bearing,2025-07-29,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Severe cyclical clunking and loud grinding from gearbox housing. High vibration 7.91 mm/s with dominant gear mesh sidebands. Large chipped gear tooth fragments recovered from magnetic drain plug.,7.91,102.5,6,841,VIB: 7.91 mm/s | TEMP: 102.5 C | RPM: 841 | PRESS: 6 PSI,Gearbox_Tooth_Wear,Critical,1,0,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
MTR-674,Induction Motor,Terminal Box,2025-04-28,1,4,"Monthly condition monitoring inspection on Terminal Box. Acoustic levels normal, vibration spectra show clean baseline at 0.84 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",0.84,62.9,0,1898,VIB: 0.84 mm/s | TEMP: 62.9 C | RPM: 1898,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-674,Induction Motor,Terminal Box,2025-05-25,2,4,Technician noted subtle metallic whining from Terminal Box during high RPM cycle. High-frequency acoustic peak present. Lubrication grease sample shows mild particulate darkening. Placed on watchlist.,2.2,76.1,0,2953,VIB: 2.20 mm/s | TEMP: 76.1 C | RPM: 2953,Bearing_Degradation,Low_Risk,1,45,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
MTR-674,Induction Motor,Terminal Box,2025-06-13,3,4,[Follow-up Alert] Previous inspection flagged anomaly. Severe high-pitch whining and grinding noise emanating from Terminal Box. High vibration velocity of 4.24 mm/s exceeding ISO class alert limit. Housing temperature reached 93.9C. Flaking and spalling confirmed.,4.24,93.9,0,1569,VIB: 4.24 mm/s | TEMP: 93.9 C | RPM: 1569,Bearing_Degradation,Medium_Risk,1,14,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
MTR-674,Induction Motor,Terminal Box,2025-06-28,4,4,[CRITICAL WORK ORDER] Equipment tripped during operation. Severe high-pitch whining and grinding noise emanating from Terminal Box. High vibration velocity of 8.42 mm/s exceeding ISO class alert limit. Housing temperature reached 103.3C. Flaking and spalling confirmed.,8.42,103.3,0,2300,VIB: 8.42 mm/s | TEMP: 103.3 C | RPM: 2300,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
CONV-675,Heavy Conveyor Drive,Belt Tensioner,2025-04-13,1,5,"Periodic lubrication and visual check completed on CONV-675. DE and NDE bearing temperatures steady at 38.1C. Operational RPM at 568. No evidence of wear, contamination, or mechanical looseness.",1.16,38.1,0,568,VIB: 1.16 mm/s | TEMP: 38.1 C | RPM: 568,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-675,Heavy Conveyor Drive,Belt Tensioner,2025-04-26,2,5,"Semi-annual overhaul inspection. Inspected Belt Tensioner, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.44,52.4,0,497,VIB: 1.44 mm/s | TEMP: 52.4 C | RPM: 497,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-675,Heavy Conveyor Drive,Belt Tensioner,2025-05-20,3,5,Routine vibration monitoring detected slight elevation on Belt Tensioner. Overall VIB increased to 4.21 mm/s with faint 1X/2X harmonics. Casing temp slightly elevated at 66.7C. Recommend monitoring next shift.,4.21,66.7,0,364,VIB: 4.21 mm/s | TEMP: 66.7 C | RPM: 364,Bearing_Degradation,Low_Risk,1,40,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
CONV-675,Heavy Conveyor Drive,Belt Tensioner,2025-06-17,4,5,[Follow-up Alert] Previous inspection flagged anomaly. Severe high-pitch whining and grinding noise emanating from Belt Tensioner. High vibration velocity of 6.23 mm/s exceeding ISO class alert limit. Housing temperature reached 81.1C. Flaking and spalling confirmed.,6.23,81.1,0,429,VIB: 6.23 mm/s | TEMP: 81.1 C | RPM: 429,Bearing_Degradation,Medium_Risk,1,15,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
CONV-675,Heavy Conveyor Drive,Belt Tensioner,2025-06-30,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Severe high-pitch whining and grinding noise emanating from Belt Tensioner. High vibration velocity of 11.29 mm/s exceeding ISO class alert limit. Housing temperature reached 98.5C. Flaking and spalling confirmed.,11.29,98.5,0,859,VIB: 11.29 mm/s | TEMP: 98.5 C | RPM: 859,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
PUMP-676,Centrifugal Pump,Drive End Bearing,2025-03-08,1,6,"Monthly condition monitoring inspection on Drive End Bearing. Acoustic levels normal, vibration spectra show clean baseline at 1.38 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.38,51.1,51,1613,VIB: 1.38 mm/s | TEMP: 51.1 C | RPM: 1613 | PRESS: 51 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-676,Centrifugal Pump,Drive End Bearing,2025-03-30,2,6,"Periodic lubrication and visual check completed on PUMP-676. DE and NDE bearing temperatures steady at 44.6C. Operational RPM at 2724. No evidence of wear, contamination, or mechanical looseness.",1.35,44.6,69,2724,VIB: 1.35 mm/s | TEMP: 44.6 C | RPM: 2724 | PRESS: 69 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-676,Centrifugal Pump,Drive End Bearing,2025-04-24,3,6,Minor hydraulic fluid seepage detected around Drive End Bearing seal lip. System pressure slightly fluctuating at 38 PSI. Wiper seal shows minor glazing. Topped up hydraulic reservoir by 0.5L.,3.37,73.6,38,2712,VIB: 3.37 mm/s | TEMP: 73.6 C | RPM: 2712 | PRESS: 38 PSI,Hydraulic_Leak,Low_Risk,1,40,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-676,Centrifugal Pump,Drive End Bearing,2025-05-18,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Critical pressure failure: Drive End Bearing seal blown out completely under load. High-pressure hydraulic jetting caused sudden system depressurization and safety trip. Overhaul of hydraulic manifold mandatory.,4.93,85.0,29,2876,VIB: 4.93 mm/s | TEMP: 85.0 C | RPM: 2876 | PRESS: 29 PSI,Hydraulic_Leak,Medium_Risk,1,15,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-676,Centrifugal Pump,Drive End Bearing,2025-06-11,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Major hydraulic line rupture and heavy fluid spraying from Drive End Bearing. System pressure collapsed to 14 PSI. Emergency containment berm deployed to capture oil spill.,9.5,97.8,14,2611,VIB: 9.50 mm/s | TEMP: 97.8 C | RPM: 2611 | PRESS: 14 PSI,Hydraulic_Leak,Critical,1,0,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
TURB-677,Gas Turbine,Turbine Blades,2025-07-12,1,5,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 2.30 mm/s, casing temp 85.3C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",2.3,85.3,166,3508,VIB: 2.30 mm/s | TEMP: 85.3 C | RPM: 3508 | PRESS: 166 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-677,Gas Turbine,Turbine Blades,2025-08-08,2,5,"Periodic lubrication and visual check completed on TURB-677. DE and NDE bearing temperatures steady at 76.2C. Operational RPM at 4479. No evidence of wear, contamination, or mechanical looseness.",2.67,76.2,131,4479,VIB: 2.67 mm/s | TEMP: 76.2 C | RPM: 4479 | PRESS: 131 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-677,Gas Turbine,Turbine Blades,2025-08-23,3,5,Routine vibration monitoring detected slight elevation on Turbine Blades. Overall VIB increased to 3.91 mm/s with faint 1X/2X harmonics. Casing temp slightly elevated at 101.7C. Recommend monitoring next shift.,3.91,101.7,102,3288,VIB: 3.91 mm/s | TEMP: 101.7 C | RPM: 3288 | PRESS: 102 PSI,Bearing_Degradation,Low_Risk,1,40,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
TURB-677,Gas Turbine,Turbine Blades,2025-09-11,4,5,[Follow-up Alert] Previous inspection flagged anomaly. Emergency inspection triggered by high vibration trip. Turbine Blades raceway severely pitted and brinelled. Temp spiked to 114.0C. Shaft runout detected. Immediate replacement required before full line restart.,7.2,114.0,78,5441,VIB: 7.20 mm/s | TEMP: 114.0 C | RPM: 5441 | PRESS: 78 PSI,Bearing_Degradation,Medium_Risk,1,15,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
TURB-677,Gas Turbine,Turbine Blades,2025-10-05,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Emergency inspection triggered by high vibration trip. Turbine Blades raceway severely pitted and brinelled. Temp spiked to 130.5C. Shaft runout detected. Immediate replacement required before full line restart.,9.02,130.5,36,3848,VIB: 9.02 mm/s | TEMP: 130.5 C | RPM: 3848 | PRESS: 36 PSI,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
COMP-678,Air Compressor,Piston Rings,2025-06-29,1,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.88 mm/s, casing temp 63.0C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.88,63.0,90,1581,VIB: 1.88 mm/s | TEMP: 63.0 C | RPM: 1581 | PRESS: 90 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-678,Air Compressor,Piston Rings,2025-07-11,2,6,"Periodic lubrication and visual check completed on COMP-678. DE and NDE bearing temperatures steady at 54.0C. Operational RPM at 1786. No evidence of wear, contamination, or mechanical looseness.",1.44,54.0,157,1786,VIB: 1.44 mm/s | TEMP: 54.0 C | RPM: 1786 | PRESS: 157 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-678,Air Compressor,Piston Rings,2025-07-28,3,6,Visual inspection noted oil weeping and wet residue near Piston Rings fitting. Pressure drop of 4 PSI noted across the manifold. Tightened hose crimp fitting and cleaned surrounding pan.,4.09,79.9,76,1248,VIB: 4.09 mm/s | TEMP: 79.9 C | RPM: 1248 | PRESS: 76 PSI,Hydraulic_Leak,Low_Risk,1,40,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
COMP-678,Air Compressor,Piston Rings,2025-08-17,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Major hydraulic line rupture and heavy fluid spraying from Piston Rings. System pressure collapsed to 58 PSI. Emergency containment berm deployed to capture oil spill.,6.69,95.0,58,1770,VIB: 6.69 mm/s | TEMP: 95.0 C | RPM: 1770 | PRESS: 58 PSI,Hydraulic_Leak,Medium_Risk,1,15,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
COMP-678,Air Compressor,Piston Rings,2025-08-30,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Major hydraulic line rupture and heavy fluid spraying from Piston Rings. System pressure collapsed to 27 PSI. Emergency containment berm deployed to capture oil spill.,9.74,119.7,27,1534,VIB: 9.74 mm/s | TEMP: 119.7 C | RPM: 1534 | PRESS: 27 PSI,Hydraulic_Leak,Critical,1,0,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
GEAR-679,Industrial Gearbox,Input Shaft Bearing,2025-05-25,1,5,"Semi-annual overhaul inspection. Inspected Input Shaft Bearing, clearances verified against OEM specs. Operating pressure 38 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.33,56.8,38,1203,VIB: 2.33 mm/s | TEMP: 56.8 C | RPM: 1203 | PRESS: 38 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-679,Industrial Gearbox,Input Shaft Bearing,2025-06-15,2,5,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.21 mm/s, casing temp 69.3C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.21,69.3,36,1076,VIB: 1.21 mm/s | TEMP: 69.3 C | RPM: 1076 | PRESS: 36 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-679,Industrial Gearbox,Input Shaft Bearing,2025-07-10,3,5,"Minor acoustic rattle observed at DE bearing housing. Vibration at 4.12 mm/s, slightly above baseline. Thermal imaging shows 8C delta across bearing cap. Flushed and re-greased.",4.12,74.4,17,883,VIB: 4.12 mm/s | TEMP: 74.4 C | RPM: 883 | PRESS: 17 PSI,Bearing_Degradation,Low_Risk,1,40,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
GEAR-679,Industrial Gearbox,Input Shaft Bearing,2025-08-03,4,5,[Follow-up Alert] Previous inspection flagged anomaly. Technician noted subtle metallic whining from Input Shaft Bearing during high RPM cycle. High-frequency acoustic peak present. Lubrication grease sample shows mild particulate darkening. Placed on watchlist.,6.64,92.2,13,1140,VIB: 6.64 mm/s | TEMP: 92.2 C | RPM: 1140 | PRESS: 13 PSI,Bearing_Degradation,Medium_Risk,1,15,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
GEAR-679,Industrial Gearbox,Input Shaft Bearing,2025-08-28,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Urgent maintenance alert: Input Shaft Bearing exhibiting heavy cage rattling and loose raceway play. Vibration spike at 7.23 mm/s. Metal debris and bronze flakes found in lube filter. Bearing approaching catastrophic seizure.,7.23,112.5,6,1094,VIB: 7.23 mm/s | TEMP: 112.5 C | RPM: 1094 | PRESS: 6 PSI,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
MTR-680,Induction Motor,Rotor Bars,2025-04-21,1,6,"Monthly condition monitoring inspection on Rotor Bars. Acoustic levels normal, vibration spectra show clean baseline at 1.58 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.58,62.4,0,1498,VIB: 1.58 mm/s | TEMP: 62.4 C | RPM: 1498,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-680,Induction Motor,Rotor Bars,2025-05-08,2,6,"Semi-annual overhaul inspection. Inspected Rotor Bars, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.08,49.4,0,1722,VIB: 1.08 mm/s | TEMP: 49.4 C | RPM: 1722,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-680,Induction Motor,Rotor Bars,2025-06-02,3,6,Ultrasonic inspection revealed early micro-impacts in outer raceway of Rotor Bars. Vibration level 2.86 mm/s. Running temperature 78.9C. Early indicator of sub-surface spalling.,2.86,78.9,0,2459,VIB: 2.86 mm/s | TEMP: 78.9 C | RPM: 2459,Bearing_Degradation,Low_Risk,1,40,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
MTR-680,Induction Motor,Rotor Bars,2025-06-18,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Routine vibration monitoring detected slight elevation on Rotor Bars. Overall VIB increased to 4.38 mm/s with faint 1X/2X harmonics. Casing temp slightly elevated at 90.0C. Recommend monitoring next shift.,4.38,90.0,0,2127,VIB: 4.38 mm/s | TEMP: 90.0 C | RPM: 2127,Bearing_Degradation,Medium_Risk,1,15,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
MTR-680,Induction Motor,Rotor Bars,2025-07-02,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Severe high-pitch whining and grinding noise emanating from Rotor Bars. High vibration velocity of 8.94 mm/s exceeding ISO class alert limit. Housing temperature reached 102.0C. Flaking and spalling confirmed.,8.94,102.0,0,1842,VIB: 8.94 mm/s | TEMP: 102.0 C | RPM: 1842,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
CONV-681,Heavy Conveyor Drive,Belt Tensioner,2025-06-04,1,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 2.57 mm/s, casing temp 54.0C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",2.57,54.0,0,306,VIB: 2.57 mm/s | TEMP: 54.0 C | RPM: 306,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-681,Heavy Conveyor Drive,Belt Tensioner,2025-06-19,2,6,"Semi-annual overhaul inspection. Inspected Belt Tensioner, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.57,49.7,0,785,VIB: 2.57 mm/s | TEMP: 49.7 C | RPM: 785,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-681,Heavy Conveyor Drive,Belt Tensioner,2025-07-16,3,6,Technician noted subtle metallic whining from Belt Tensioner during high RPM cycle. High-frequency acoustic peak present. Lubrication grease sample shows mild particulate darkening. Placed on watchlist.,4.45,63.3,0,872,VIB: 4.45 mm/s | TEMP: 63.3 C | RPM: 872,Bearing_Degradation,Low_Risk,1,40,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
CONV-681,Heavy Conveyor Drive,Belt Tensioner,2025-08-08,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Emergency inspection triggered by high vibration trip. Belt Tensioner raceway severely pitted and brinelled. Temp spiked to 84.1C. Shaft runout detected. Immediate replacement required before full line restart.,7.01,84.1,0,754,VIB: 7.01 mm/s | TEMP: 84.1 C | RPM: 754,Bearing_Degradation,Medium_Risk,1,15,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
CONV-681,Heavy Conveyor Drive,Belt Tensioner,2025-08-28,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Urgent maintenance alert: Belt Tensioner exhibiting heavy cage rattling and loose raceway play. Vibration spike at 10.45 mm/s. Metal debris and bronze flakes found in lube filter. Bearing approaching catastrophic seizure.,10.45,88.4,0,756,VIB: 10.45 mm/s | TEMP: 88.4 C | RPM: 756,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
PUMP-682,Centrifugal Pump,Discharge Flange,2025-03-03,1,4,"Semi-annual overhaul inspection. Inspected Discharge Flange, clearances verified against OEM specs. Operating pressure 59 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.54,41.3,59,1787,VIB: 1.54 mm/s | TEMP: 41.3 C | RPM: 1787 | PRESS: 59 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-682,Centrifugal Pump,Discharge Flange,2025-03-25,2,4,Technician flagged faint hydraulic misting and pressure instability during load cycling. Discharge Flange showing micro-cracks on O-ring seal. Added to planned maintenance replacement list.,3.49,71.3,38,1916,VIB: 3.49 mm/s | TEMP: 71.3 C | RPM: 1916 | PRESS: 38 PSI,Hydraulic_Leak,Low_Risk,1,45,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-682,Centrifugal Pump,Discharge Flange,2025-04-18,3,4,[Follow-up Alert] Previous inspection flagged anomaly. Severe fluid loss and cavitation noise in hydraulic pump due to dry suction line from leaking Discharge Flange. Pressure dropped drastically to 29 PSI. Immediate seal kit overhaul initiated.,5.18,77.6,29,2540,VIB: 5.18 mm/s | TEMP: 77.6 C | RPM: 2540 | PRESS: 29 PSI,Hydraulic_Leak,Medium_Risk,1,14,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-682,Centrifugal Pump,Discharge Flange,2025-05-05,4,4,[CRITICAL WORK ORDER] Equipment tripped during operation. Major hydraulic line rupture and heavy fluid spraying from Discharge Flange. System pressure collapsed to 14 PSI. Emergency containment berm deployed to capture oil spill.,9.71,114.6,14,2204,VIB: 9.71 mm/s | TEMP: 114.6 C | RPM: 2204 | PRESS: 14 PSI,Hydraulic_Leak,Critical,1,0,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
TURB-683,Gas Turbine,Burner Nozzle,2025-06-29,1,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.65 mm/s, casing temp 92.0C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.65,92.0,188,4328,VIB: 1.65 mm/s | TEMP: 92.0 C | RPM: 4328 | PRESS: 188 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-683,Gas Turbine,Burner Nozzle,2025-07-12,2,6,"Periodic lubrication and visual check completed on TURB-683. DE and NDE bearing temperatures steady at 93.6C. Operational RPM at 5768. No evidence of wear, contamination, or mechanical looseness.",1.46,93.6,214,5768,VIB: 1.46 mm/s | TEMP: 93.6 C | RPM: 5768 | PRESS: 214 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-683,Gas Turbine,Burner Nozzle,2025-08-07,3,6,"Stator RTD sensors indicate slight thermal drift up to 104.4C on Burner Nozzle. Cooling airflow partially restricted by dust accumulation on fan cowl. Cleaned cowl, monitoring winding temp.",4.78,104.4,102,4386,VIB: 4.78 mm/s | TEMP: 104.4 C | RPM: 4386 | PRESS: 102 PSI,Motor_Overheating,Low_Risk,1,40,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
TURB-683,Gas Turbine,Burner Nozzle,2025-08-22,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Emergency shutdown: Motor overheated to 119.3C causing thermal overload trip. Cooling fan blades cracked and clogged. Immediate motor rewinding or replacement necessary.,5.47,119.3,78,3573,VIB: 5.47 mm/s | TEMP: 119.3 C | RPM: 3573 | PRESS: 78 PSI,Motor_Overheating,Medium_Risk,1,15,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
TURB-683,Gas Turbine,Burner Nozzle,2025-09-17,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Emergency shutdown: Motor overheated to 139.2C causing thermal overload trip. Cooling fan blades cracked and clogged. Immediate motor rewinding or replacement necessary.,10.77,139.2,36,4169,VIB: 10.77 mm/s | TEMP: 139.2 C | RPM: 4169 | PRESS: 36 PSI,Motor_Overheating,Critical,1,0,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
COMP-684,Air Compressor,Suction Valve,2025-07-13,1,6,"Monthly condition monitoring inspection on Suction Valve. Acoustic levels normal, vibration spectra show clean baseline at 1.92 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.92,72.0,116,1648,VIB: 1.92 mm/s | TEMP: 72.0 C | RPM: 1648 | PRESS: 116 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-684,Air Compressor,Suction Valve,2025-08-03,2,6,"Semi-annual overhaul inspection. Inspected Suction Valve, clearances verified against OEM specs. Operating pressure 158 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.26,59.7,158,1370,VIB: 1.26 mm/s | TEMP: 59.7 C | RPM: 1370 | PRESS: 158 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-684,Air Compressor,Suction Valve,2025-08-20,3,6,"Stator RTD sensors indicate slight thermal drift up to 86.0C on Suction Valve. Cooling airflow partially restricted by dust accumulation on fan cowl. Cleaned cowl, monitoring winding temp.",4.04,86.0,76,1274,VIB: 4.04 mm/s | TEMP: 86.0 C | RPM: 1274 | PRESS: 76 PSI,Motor_Overheating,Low_Risk,1,40,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
